,dept_name,color_name,error_message
122,Denim Jackets,Yellow,"Message: no such element: Unable to locate element: {""method"":""xpath"",""selector"":""//div[@data-test-id=""Product__Counter""]""}
  (Session info: MicrosoftEdge=118.0.2088.76); For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#no-such-element-exception
Stacktrace:
0   msedgedriver                        0x00000001050c15e8 msedgedriver + 4658664
1   msedgedriver                        0x00000001050b92ac msedgedriver + 4625068
2   msedgedriver                        0x0000000104c923dc msedgedriver + 271324
3   msedgedriver                        0x0000000104cd497c msedgedriver + 543100
4   msedgedriver                        0x0000000104d0c544 msedgedriver + 771396
5   msedgedriver                        0x0000000104cc9ea0 msedgedriver + 499360
6   msedgedriver                        0x0000000104ccae90 msedgedriver + 503440
7   msedgedriver                        0x0000000105083258 msedgedriver + 4403800
8   msedgedriver                        0x0000000105087500 msedgedriver + 4420864
9   msedgedriver                        0x0000000105087958 msedgedriver + 4421976
10  msedgedriver                        0x000000010508e094 msedgedriver + 4448404
11  msedgedriver                        0x0000000105087fa0 msedgedriver + 4423584
12  msedgedriver                        0x000000010505ec18 msedgedriver + 4254744
13  msedgedriver                        0x00000001050a6d74 msedgedriver + 4550004
14  msedgedriver                        0x00000001050a6ec4 msedgedriver + 4550340
15  msedgedriver                        0x00000001050b83d0 msedgedriver + 4621264
16  libsystem_pthread.dylib             0x000000018d823fa8 _pthread_start + 148
17  libsystem_pthread.dylib             0x000000018d81eda0 thread_start + 8
"
123,Denim Jackets,Silver,"Message: no such element: Unable to locate element: {""method"":""xpath"",""selector"":""//div[@data-test-id=""Product__Counter""]""}
  (Session info: MicrosoftEdge=118.0.2088.76); For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#no-such-element-exception
Stacktrace:
0   msedgedriver                        0x00000001013b95e8 msedgedriver + 4658664
1   msedgedriver                        0x00000001013b12ac msedgedriver + 4625068
2   msedgedriver                        0x0000000100f8a3dc msedgedriver + 271324
3   msedgedriver                        0x0000000100fcc97c msedgedriver + 543100
4   msedgedriver                        0x0000000101004544 msedgedriver + 771396
5   msedgedriver                        0x0000000100fc1ea0 msedgedriver + 499360
6   msedgedriver                        0x0000000100fc2e90 msedgedriver + 503440
7   msedgedriver                        0x000000010137b258 msedgedriver + 4403800
8   msedgedriver                        0x000000010137f500 msedgedriver + 4420864
9   msedgedriver                        0x000000010137f958 msedgedriver + 4421976
10  msedgedriver                        0x0000000101386094 msedgedriver + 4448404
11  msedgedriver                        0x000000010137ffa0 msedgedriver + 4423584
12  msedgedriver                        0x0000000101356c18 msedgedriver + 4254744
13  msedgedriver                        0x000000010139ed74 msedgedriver + 4550004
14  msedgedriver                        0x000000010139eec4 msedgedriver + 4550340
15  msedgedriver                        0x00000001013b03d0 msedgedriver + 4621264
16  libsystem_pthread.dylib             0x000000018d823fa8 _pthread_start + 148
17  libsystem_pthread.dylib             0x000000018d81eda0 thread_start + 8
"
124,Denim Jackets,Orange,"Message: no such element: Unable to locate element: {""method"":""xpath"",""selector"":""//div[@data-test-id=""Product__Counter""]""}
  (Session info: MicrosoftEdge=118.0.2088.76); For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#no-such-element-exception
Stacktrace:
0   msedgedriver                        0x00000001053155e8 msedgedriver + 4658664
1   msedgedriver                        0x000000010530d2ac msedgedriver + 4625068
2   msedgedriver                        0x0000000104ee63dc msedgedriver + 271324
3   msedgedriver                        0x0000000104f2897c msedgedriver + 543100
4   msedgedriver                        0x0000000104f60544 msedgedriver + 771396
5   msedgedriver                        0x0000000104f1dea0 msedgedriver + 499360
6   msedgedriver                        0x0000000104f1ee90 msedgedriver + 503440
7   msedgedriver                        0x00000001052d7258 msedgedriver + 4403800
8   msedgedriver                        0x00000001052db500 msedgedriver + 4420864
9   msedgedriver                        0x00000001052db958 msedgedriver + 4421976
10  msedgedriver                        0x00000001052e2094 msedgedriver + 4448404
11  msedgedriver                        0x00000001052dbfa0 msedgedriver + 4423584
12  msedgedriver                        0x00000001052b2c18 msedgedriver + 4254744
13  msedgedriver                        0x00000001052fad74 msedgedriver + 4550004
14  msedgedriver                        0x00000001052faec4 msedgedriver + 4550340
15  msedgedriver                        0x000000010530c3d0 msedgedriver + 4621264
16  libsystem_pthread.dylib             0x000000018d823fa8 _pthread_start + 148
17  libsystem_pthread.dylib             0x000000018d81eda0 thread_start + 8
"
125,Denim Jackets,White,"Message: unknown error: net::ERR_CONNECTION_TIMED_OUT
  (Session info: MicrosoftEdge=118.0.2088.76)
Stacktrace:
0   msedgedriver                        0x0000000102b215e8 msedgedriver + 4658664
1   msedgedriver                        0x0000000102b192ac msedgedriver + 4625068
2   msedgedriver                        0x00000001026f23dc msedgedriver + 271324
3   msedgedriver                        0x00000001026ee12c msedgedriver + 254252
4   msedgedriver                        0x00000001026df464 msedgedriver + 193636
5   msedgedriver                        0x00000001026e0830 msedgedriver + 198704
6   msedgedriver                        0x00000001026df788 msedgedriver + 194440
7   msedgedriver                        0x00000001026de7c8 msedgedriver + 190408
8   msedgedriver                        0x00000001026de774 msedgedriver + 190324
9   msedgedriver                        0x00000001026dcdb4 msedgedriver + 183732
10  msedgedriver                        0x00000001026dd82c msedgedriver + 186412
11  msedgedriver                        0x00000001026f48a8 msedgedriver + 280744
12  msedgedriver                        0x000000010276cb9c msedgedriver + 773020
13  msedgedriver                        0x000000010276c544 msedgedriver + 771396
14  msedgedriver                        0x0000000102729ea0 msedgedriver + 499360
15  msedgedriver                        0x000000010272ae90 msedgedriver + 503440
16  msedgedriver                        0x0000000102ae3258 msedgedriver + 4403800
17  msedgedriver                        0x0000000102ae7500 msedgedriver + 4420864
18  msedgedriver                        0x0000000102ae7958 msedgedriver + 4421976
19  msedgedriver                        0x0000000102aee094 msedgedriver + 4448404
20  msedgedriver                        0x0000000102ae7fa0 msedgedriver + 4423584
21  msedgedriver                        0x0000000102abec18 msedgedriver + 4254744
22  msedgedriver                        0x0000000102b06d74 msedgedriver + 4550004
23  msedgedriver                        0x0000000102b06ec4 msedgedriver + 4550340
24  msedgedriver                        0x0000000102b183d0 msedgedriver + 4621264
25  libsystem_pthread.dylib             0x000000018d823fa8 _pthread_start + 148
26  libsystem_pthread.dylib             0x000000018d81eda0 thread_start + 8
"
126,Dressing Gowns,N/A,"Message: unknown error: net::ERR_CONNECTION_TIMED_OUT
  (Session info: MicrosoftEdge=118.0.2088.76)
Stacktrace:
0   msedgedriver                        0x0000000100ac55e8 msedgedriver + 4658664
1   msedgedriver                        0x0000000100abd2ac msedgedriver + 4625068
2   msedgedriver                        0x00000001006963dc msedgedriver + 271324
3   msedgedriver                        0x000000010069212c msedgedriver + 254252
4   msedgedriver                        0x0000000100683464 msedgedriver + 193636
5   msedgedriver                        0x0000000100684830 msedgedriver + 198704
6   msedgedriver                        0x0000000100683788 msedgedriver + 194440
7   msedgedriver                        0x00000001006827c8 msedgedriver + 190408
8   msedgedriver                        0x0000000100682774 msedgedriver + 190324
9   msedgedriver                        0x0000000100680db4 msedgedriver + 183732
10  msedgedriver                        0x000000010068182c msedgedriver + 186412
11  msedgedriver                        0x00000001006988a8 msedgedriver + 280744
12  msedgedriver                        0x0000000100710b9c msedgedriver + 773020
13  msedgedriver                        0x0000000100710544 msedgedriver + 771396
14  msedgedriver                        0x00000001006cdea0 msedgedriver + 499360
15  msedgedriver                        0x00000001006cee90 msedgedriver + 503440
16  msedgedriver                        0x0000000100a87258 msedgedriver + 4403800
17  msedgedriver                        0x0000000100a8b500 msedgedriver + 4420864
18  msedgedriver                        0x0000000100a8b958 msedgedriver + 4421976
19  msedgedriver                        0x0000000100a92094 msedgedriver + 4448404
20  msedgedriver                        0x0000000100a8bfa0 msedgedriver + 4423584
21  msedgedriver                        0x0000000100a62c18 msedgedriver + 4254744
22  msedgedriver                        0x0000000100aaad74 msedgedriver + 4550004
23  msedgedriver                        0x0000000100aaaec4 msedgedriver + 4550340
24  msedgedriver                        0x0000000100abc3d0 msedgedriver + 4621264
25  libsystem_pthread.dylib             0x000000018d823fa8 _pthread_start + 148
26  libsystem_pthread.dylib             0x000000018d81eda0 thread_start + 8
"
127,Denim Jackets,Purple,"Message: no such element: Unable to locate element: {""method"":""xpath"",""selector"":""//div[@data-test-id=""Product__Counter""]""}
  (Session info: MicrosoftEdge=118.0.2088.76); For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#no-such-element-exception
Stacktrace:
0   msedgedriver                        0x00000001048755e8 msedgedriver + 4658664
1   msedgedriver                        0x000000010486d2ac msedgedriver + 4625068
2   msedgedriver                        0x00000001044463dc msedgedriver + 271324
3   msedgedriver                        0x000000010448897c msedgedriver + 543100
4   msedgedriver                        0x00000001044c0544 msedgedriver + 771396
5   msedgedriver                        0x000000010447dea0 msedgedriver + 499360
6   msedgedriver                        0x000000010447ee90 msedgedriver + 503440
7   msedgedriver                        0x0000000104837258 msedgedriver + 4403800
8   msedgedriver                        0x000000010483b500 msedgedriver + 4420864
9   msedgedriver                        0x000000010483b958 msedgedriver + 4421976
10  msedgedriver                        0x0000000104842094 msedgedriver + 4448404
11  msedgedriver                        0x000000010483bfa0 msedgedriver + 4423584
12  msedgedriver                        0x0000000104812c18 msedgedriver + 4254744
13  msedgedriver                        0x000000010485ad74 msedgedriver + 4550004
14  msedgedriver                        0x000000010485aec4 msedgedriver + 4550340
15  msedgedriver                        0x000000010486c3d0 msedgedriver + 4621264
16  libsystem_pthread.dylib             0x000000018d823fa8 _pthread_start + 148
17  libsystem_pthread.dylib             0x000000018d81eda0 thread_start + 8
"
128,Dressing Gowns,Burgundy,"Message: no such element: Unable to locate element: {""method"":""xpath"",""selector"":""//div[@data-test-id=""Product__Counter""]""}
  (Session info: MicrosoftEdge=118.0.2088.76); For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#no-such-element-exception
Stacktrace:
0   msedgedriver                        0x000000010117d5e8 msedgedriver + 4658664
1   msedgedriver                        0x00000001011752ac msedgedriver + 4625068
2   msedgedriver                        0x0000000100d4e3dc msedgedriver + 271324
3   msedgedriver                        0x0000000100d9097c msedgedriver + 543100
4   msedgedriver                        0x0000000100dc8544 msedgedriver + 771396
5   msedgedriver                        0x0000000100d85ea0 msedgedriver + 499360
6   msedgedriver                        0x0000000100d86e90 msedgedriver + 503440
7   msedgedriver                        0x000000010113f258 msedgedriver + 4403800
8   msedgedriver                        0x0000000101143500 msedgedriver + 4420864
9   msedgedriver                        0x0000000101143958 msedgedriver + 4421976
10  msedgedriver                        0x000000010114a094 msedgedriver + 4448404
11  msedgedriver                        0x0000000101143fa0 msedgedriver + 4423584
12  msedgedriver                        0x000000010111ac18 msedgedriver + 4254744
13  msedgedriver                        0x0000000101162d74 msedgedriver + 4550004
14  msedgedriver                        0x0000000101162ec4 msedgedriver + 4550340
15  msedgedriver                        0x00000001011743d0 msedgedriver + 4621264
16  libsystem_pthread.dylib             0x000000018d823fa8 _pthread_start + 148
17  libsystem_pthread.dylib             0x000000018d81eda0 thread_start + 8
"
129,Dressing Gowns,Navy,"Message: no such element: Unable to locate element: {""method"":""xpath"",""selector"":""//div[@data-test-id=""Product__Counter""]""}
  (Session info: MicrosoftEdge=118.0.2088.76); For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#no-such-element-exception
Stacktrace:
0   msedgedriver                        0x0000000100b5d5e8 msedgedriver + 4658664
1   msedgedriver                        0x0000000100b552ac msedgedriver + 4625068
2   msedgedriver                        0x000000010072e3dc msedgedriver + 271324
3   msedgedriver                        0x000000010077097c msedgedriver + 543100
4   msedgedriver                        0x00000001007a8544 msedgedriver + 771396
5   msedgedriver                        0x0000000100765ea0 msedgedriver + 499360
6   msedgedriver                        0x0000000100766e90 msedgedriver + 503440
7   msedgedriver                        0x0000000100b1f258 msedgedriver + 4403800
8   msedgedriver                        0x0000000100b23500 msedgedriver + 4420864
9   msedgedriver                        0x0000000100b23958 msedgedriver + 4421976
10  msedgedriver                        0x0000000100b2a094 msedgedriver + 4448404
11  msedgedriver                        0x0000000100b23fa0 msedgedriver + 4423584
12  msedgedriver                        0x0000000100afac18 msedgedriver + 4254744
13  msedgedriver                        0x0000000100b42d74 msedgedriver + 4550004
14  msedgedriver                        0x0000000100b42ec4 msedgedriver + 4550340
15  msedgedriver                        0x0000000100b543d0 msedgedriver + 4621264
16  libsystem_pthread.dylib             0x000000018d823fa8 _pthread_start + 148
17  libsystem_pthread.dylib             0x000000018d81eda0 thread_start + 8
"
130,Dressing Gowns,Silver,"Message: no such element: Unable to locate element: {""method"":""xpath"",""selector"":""//div[@data-test-id=""Product__Counter""]""}
  (Session info: MicrosoftEdge=118.0.2088.76); For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#no-such-element-exception
Stacktrace:
0   msedgedriver                        0x00000001051315e8 msedgedriver + 4658664
1   msedgedriver                        0x00000001051292ac msedgedriver + 4625068
2   msedgedriver                        0x0000000104d023dc msedgedriver + 271324
3   msedgedriver                        0x0000000104d4497c msedgedriver + 543100
4   msedgedriver                        0x0000000104d7c544 msedgedriver + 771396
5   msedgedriver                        0x0000000104d39ea0 msedgedriver + 499360
6   msedgedriver                        0x0000000104d3ae90 msedgedriver + 503440
7   msedgedriver                        0x00000001050f3258 msedgedriver + 4403800
8   msedgedriver                        0x00000001050f7500 msedgedriver + 4420864
9   msedgedriver                        0x00000001050f7958 msedgedriver + 4421976
10  msedgedriver                        0x00000001050fe094 msedgedriver + 4448404
11  msedgedriver                        0x00000001050f7fa0 msedgedriver + 4423584
12  msedgedriver                        0x00000001050cec18 msedgedriver + 4254744
13  msedgedriver                        0x0000000105116d74 msedgedriver + 4550004
14  msedgedriver                        0x0000000105116ec4 msedgedriver + 4550340
15  msedgedriver                        0x00000001051283d0 msedgedriver + 4621264
16  libsystem_pthread.dylib             0x000000018d823fa8 _pthread_start + 148
17  libsystem_pthread.dylib             0x000000018d81eda0 thread_start + 8
"
131,Dressing Gowns,Thyme,"Message: no such element: Unable to locate element: {""method"":""xpath"",""selector"":""//div[@data-test-id=""Product__Counter""]""}
  (Session info: MicrosoftEdge=118.0.2088.76); For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#no-such-element-exception
Stacktrace:
0   msedgedriver                        0x00000001032f95e8 msedgedriver + 4658664
1   msedgedriver                        0x00000001032f12ac msedgedriver + 4625068
2   msedgedriver                        0x0000000102eca3dc msedgedriver + 271324
3   msedgedriver                        0x0000000102f0c97c msedgedriver + 543100
4   msedgedriver                        0x0000000102f44544 msedgedriver + 771396
5   msedgedriver                        0x0000000102f01ea0 msedgedriver + 499360
6   msedgedriver                        0x0000000102f02e90 msedgedriver + 503440
7   msedgedriver                        0x00000001032bb258 msedgedriver + 4403800
8   msedgedriver                        0x00000001032bf500 msedgedriver + 4420864
9   msedgedriver                        0x00000001032bf958 msedgedriver + 4421976
10  msedgedriver                        0x00000001032c6094 msedgedriver + 4448404
11  msedgedriver                        0x00000001032bffa0 msedgedriver + 4423584
12  msedgedriver                        0x0000000103296c18 msedgedriver + 4254744
13  msedgedriver                        0x00000001032ded74 msedgedriver + 4550004
14  msedgedriver                        0x00000001032deec4 msedgedriver + 4550340
15  msedgedriver                        0x00000001032f03d0 msedgedriver + 4621264
16  libsystem_pthread.dylib             0x000000018d823fa8 _pthread_start + 148
17  libsystem_pthread.dylib             0x000000018d81eda0 thread_start + 8
"
132,Dressing Gowns,Pink,"Message: no such element: Unable to locate element: {""method"":""xpath"",""selector"":""//div[@data-test-id=""Product__Counter""]""}
  (Session info: MicrosoftEdge=118.0.2088.76); For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#no-such-element-exception
Stacktrace:
0   msedgedriver                        0x0000000100a495e8 msedgedriver + 4658664
1   msedgedriver                        0x0000000100a412ac msedgedriver + 4625068
2   msedgedriver                        0x000000010061a3dc msedgedriver + 271324
3   msedgedriver                        0x000000010065c97c msedgedriver + 543100
4   msedgedriver                        0x0000000100694544 msedgedriver + 771396
5   msedgedriver                        0x0000000100651ea0 msedgedriver + 499360
6   msedgedriver                        0x0000000100652e90 msedgedriver + 503440
7   msedgedriver                        0x0000000100a0b258 msedgedriver + 4403800
8   msedgedriver                        0x0000000100a0f500 msedgedriver + 4420864
9   msedgedriver                        0x0000000100a0f958 msedgedriver + 4421976
10  msedgedriver                        0x0000000100a16094 msedgedriver + 4448404
11  msedgedriver                        0x0000000100a0ffa0 msedgedriver + 4423584
12  msedgedriver                        0x00000001009e6c18 msedgedriver + 4254744
13  msedgedriver                        0x0000000100a2ed74 msedgedriver + 4550004
14  msedgedriver                        0x0000000100a2eec4 msedgedriver + 4550340
15  msedgedriver                        0x0000000100a403d0 msedgedriver + 4621264
16  libsystem_pthread.dylib             0x000000018d823fa8 _pthread_start + 148
17  libsystem_pthread.dylib             0x000000018d81eda0 thread_start + 8
"
133,Dressing Gowns,Red,"Message: no such element: Unable to locate element: {""method"":""xpath"",""selector"":""//div[@data-test-id=""Product__Counter""]""}
  (Session info: MicrosoftEdge=118.0.2088.76); For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#no-such-element-exception
Stacktrace:
0   msedgedriver                        0x00000001027c95e8 msedgedriver + 4658664
1   msedgedriver                        0x00000001027c12ac msedgedriver + 4625068
2   msedgedriver                        0x000000010239a3dc msedgedriver + 271324
3   msedgedriver                        0x00000001023dc97c msedgedriver + 543100
4   msedgedriver                        0x0000000102414544 msedgedriver + 771396
5   msedgedriver                        0x00000001023d1ea0 msedgedriver + 499360
6   msedgedriver                        0x00000001023d2e90 msedgedriver + 503440
7   msedgedriver                        0x000000010278b258 msedgedriver + 4403800
8   msedgedriver                        0x000000010278f500 msedgedriver + 4420864
9   msedgedriver                        0x000000010278f958 msedgedriver + 4421976
10  msedgedriver                        0x0000000102796094 msedgedriver + 4448404
11  msedgedriver                        0x000000010278ffa0 msedgedriver + 4423584
12  msedgedriver                        0x0000000102766c18 msedgedriver + 4254744
13  msedgedriver                        0x00000001027aed74 msedgedriver + 4550004
14  msedgedriver                        0x00000001027aeec4 msedgedriver + 4550340
15  msedgedriver                        0x00000001027c03d0 msedgedriver + 4621264
16  libsystem_pthread.dylib             0x000000018d823fa8 _pthread_start + 148
17  libsystem_pthread.dylib             0x000000018d81eda0 thread_start + 8
"
134,Dressing Gowns,Gold,"Message: no such element: Unable to locate element: {""method"":""xpath"",""selector"":""//div[@data-test-id=""Product__Counter""]""}
  (Session info: MicrosoftEdge=118.0.2088.76); For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#no-such-element-exception
Stacktrace:
0   msedgedriver                        0x00000001011695e8 msedgedriver + 4658664
1   msedgedriver                        0x00000001011612ac msedgedriver + 4625068
2   msedgedriver                        0x0000000100d3a3dc msedgedriver + 271324
3   msedgedriver                        0x0000000100d7c97c msedgedriver + 543100
4   msedgedriver                        0x0000000100db4544 msedgedriver + 771396
5   msedgedriver                        0x0000000100d71ea0 msedgedriver + 499360
6   msedgedriver                        0x0000000100d72e90 msedgedriver + 503440
7   msedgedriver                        0x000000010112b258 msedgedriver + 4403800
8   msedgedriver                        0x000000010112f500 msedgedriver + 4420864
9   msedgedriver                        0x000000010112f958 msedgedriver + 4421976
10  msedgedriver                        0x0000000101136094 msedgedriver + 4448404
11  msedgedriver                        0x000000010112ffa0 msedgedriver + 4423584
12  msedgedriver                        0x0000000101106c18 msedgedriver + 4254744
13  msedgedriver                        0x000000010114ed74 msedgedriver + 4550004
14  msedgedriver                        0x000000010114eec4 msedgedriver + 4550340
15  msedgedriver                        0x00000001011603d0 msedgedriver + 4621264
16  libsystem_pthread.dylib             0x000000018d823fa8 _pthread_start + 148
17  libsystem_pthread.dylib             0x000000018d81eda0 thread_start + 8
"
135,Dungarees,Burgundy,"Message: no such element: Unable to locate element: {""method"":""xpath"",""selector"":""//div[@data-test-id=""Product__Counter""]""}
  (Session info: MicrosoftEdge=118.0.2088.76); For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#no-such-element-exception
Stacktrace:
0   msedgedriver                        0x0000000102cdd5e8 msedgedriver + 4658664
1   msedgedriver                        0x0000000102cd52ac msedgedriver + 4625068
2   msedgedriver                        0x00000001028ae3dc msedgedriver + 271324
3   msedgedriver                        0x00000001028f097c msedgedriver + 543100
4   msedgedriver                        0x0000000102928544 msedgedriver + 771396
5   msedgedriver                        0x00000001028e5ea0 msedgedriver + 499360
6   msedgedriver                        0x00000001028e6e90 msedgedriver + 503440
7   msedgedriver                        0x0000000102c9f258 msedgedriver + 4403800
8   msedgedriver                        0x0000000102ca3500 msedgedriver + 4420864
9   msedgedriver                        0x0000000102ca3958 msedgedriver + 4421976
10  msedgedriver                        0x0000000102caa094 msedgedriver + 4448404
11  msedgedriver                        0x0000000102ca3fa0 msedgedriver + 4423584
12  msedgedriver                        0x0000000102c7ac18 msedgedriver + 4254744
13  msedgedriver                        0x0000000102cc2d74 msedgedriver + 4550004
14  msedgedriver                        0x0000000102cc2ec4 msedgedriver + 4550340
15  msedgedriver                        0x0000000102cd43d0 msedgedriver + 4621264
16  libsystem_pthread.dylib             0x000000018d823fa8 _pthread_start + 148
17  libsystem_pthread.dylib             0x000000018d81eda0 thread_start + 8
"
136,Dungarees,Grey,"Message: no such element: Unable to locate element: {""method"":""xpath"",""selector"":""//div[@data-test-id=""Product__Counter""]""}
  (Session info: MicrosoftEdge=118.0.2088.76); For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#no-such-element-exception
Stacktrace:
0   msedgedriver                        0x0000000100aa15e8 msedgedriver + 4658664
1   msedgedriver                        0x0000000100a992ac msedgedriver + 4625068
2   msedgedriver                        0x00000001006723dc msedgedriver + 271324
3   msedgedriver                        0x00000001006b497c msedgedriver + 543100
4   msedgedriver                        0x00000001006ec544 msedgedriver + 771396
5   msedgedriver                        0x00000001006a9ea0 msedgedriver + 499360
6   msedgedriver                        0x00000001006aae90 msedgedriver + 503440
7   msedgedriver                        0x0000000100a63258 msedgedriver + 4403800
8   msedgedriver                        0x0000000100a67500 msedgedriver + 4420864
9   msedgedriver                        0x0000000100a67958 msedgedriver + 4421976
10  msedgedriver                        0x0000000100a6e094 msedgedriver + 4448404
11  msedgedriver                        0x0000000100a67fa0 msedgedriver + 4423584
12  msedgedriver                        0x0000000100a3ec18 msedgedriver + 4254744
13  msedgedriver                        0x0000000100a86d74 msedgedriver + 4550004
14  msedgedriver                        0x0000000100a86ec4 msedgedriver + 4550340
15  msedgedriver                        0x0000000100a983d0 msedgedriver + 4621264
16  libsystem_pthread.dylib             0x000000018d823fa8 _pthread_start + 148
17  libsystem_pthread.dylib             0x000000018d81eda0 thread_start + 8
"
137,Dungarees,N/A,"Message: no such element: Unable to locate element: {""method"":""xpath"",""selector"":""//div[@data-test-id=""Product__Counter""]""}
  (Session info: MicrosoftEdge=118.0.2088.76); For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#no-such-element-exception
Stacktrace:
0   msedgedriver                        0x00000001006755e8 msedgedriver + 4658664
1   msedgedriver                        0x000000010066d2ac msedgedriver + 4625068
2   msedgedriver                        0x00000001002463dc msedgedriver + 271324
3   msedgedriver                        0x000000010028897c msedgedriver + 543100
4   msedgedriver                        0x00000001002c0544 msedgedriver + 771396
5   msedgedriver                        0x000000010027dea0 msedgedriver + 499360
6   msedgedriver                        0x000000010027ee90 msedgedriver + 503440
7   msedgedriver                        0x0000000100637258 msedgedriver + 4403800
8   msedgedriver                        0x000000010063b500 msedgedriver + 4420864
9   msedgedriver                        0x000000010063b958 msedgedriver + 4421976
10  msedgedriver                        0x0000000100642094 msedgedriver + 4448404
11  msedgedriver                        0x000000010063bfa0 msedgedriver + 4423584
12  msedgedriver                        0x0000000100612c18 msedgedriver + 4254744
13  msedgedriver                        0x000000010065ad74 msedgedriver + 4550004
14  msedgedriver                        0x000000010065aec4 msedgedriver + 4550340
15  msedgedriver                        0x000000010066c3d0 msedgedriver + 4621264
16  libsystem_pthread.dylib             0x000000018d823fa8 _pthread_start + 148
17  libsystem_pthread.dylib             0x000000018d81eda0 thread_start + 8
"
138,Dungarees,Navy,"Message: no such element: Unable to locate element: {""method"":""xpath"",""selector"":""//div[@data-test-id=""Product__Counter""]""}
  (Session info: MicrosoftEdge=118.0.2088.76); For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#no-such-element-exception
Stacktrace:
0   msedgedriver                        0x0000000104bad5e8 msedgedriver + 4658664
1   msedgedriver                        0x0000000104ba52ac msedgedriver + 4625068
2   msedgedriver                        0x000000010477e3dc msedgedriver + 271324
3   msedgedriver                        0x00000001047c097c msedgedriver + 543100
4   msedgedriver                        0x00000001047f8544 msedgedriver + 771396
5   msedgedriver                        0x00000001047b5ea0 msedgedriver + 499360
6   msedgedriver                        0x00000001047b6e90 msedgedriver + 503440
7   msedgedriver                        0x0000000104b6f258 msedgedriver + 4403800
8   msedgedriver                        0x0000000104b73500 msedgedriver + 4420864
9   msedgedriver                        0x0000000104b73958 msedgedriver + 4421976
10  msedgedriver                        0x0000000104b7a094 msedgedriver + 4448404
11  msedgedriver                        0x0000000104b73fa0 msedgedriver + 4423584
12  msedgedriver                        0x0000000104b4ac18 msedgedriver + 4254744
13  msedgedriver                        0x0000000104b92d74 msedgedriver + 4550004
14  msedgedriver                        0x0000000104b92ec4 msedgedriver + 4550340
15  msedgedriver                        0x0000000104ba43d0 msedgedriver + 4621264
16  libsystem_pthread.dylib             0x000000018d823fa8 _pthread_start + 148
17  libsystem_pthread.dylib             0x000000018d81eda0 thread_start + 8
"
139,Dungarees,Orange,"Message: no such element: Unable to locate element: {""method"":""xpath"",""selector"":""//div[@data-test-id=""Product__Counter""]""}
  (Session info: MicrosoftEdge=118.0.2088.76); For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#no-such-element-exception
Stacktrace:
0   msedgedriver                        0x000000010305d5e8 msedgedriver + 4658664
1   msedgedriver                        0x00000001030552ac msedgedriver + 4625068
2   msedgedriver                        0x0000000102c2e3dc msedgedriver + 271324
3   msedgedriver                        0x0000000102c7097c msedgedriver + 543100
4   msedgedriver                        0x0000000102ca8544 msedgedriver + 771396
5   msedgedriver                        0x0000000102c65ea0 msedgedriver + 499360
6   msedgedriver                        0x0000000102c66e90 msedgedriver + 503440
7   msedgedriver                        0x000000010301f258 msedgedriver + 4403800
8   msedgedriver                        0x0000000103023500 msedgedriver + 4420864
9   msedgedriver                        0x0000000103023958 msedgedriver + 4421976
10  msedgedriver                        0x000000010302a094 msedgedriver + 4448404
11  msedgedriver                        0x0000000103023fa0 msedgedriver + 4423584
12  msedgedriver                        0x0000000102ffac18 msedgedriver + 4254744
13  msedgedriver                        0x0000000103042d74 msedgedriver + 4550004
14  msedgedriver                        0x0000000103042ec4 msedgedriver + 4550340
15  msedgedriver                        0x00000001030543d0 msedgedriver + 4621264
16  libsystem_pthread.dylib             0x000000018d823fa8 _pthread_start + 148
17  libsystem_pthread.dylib             0x000000018d81eda0 thread_start + 8
"
